timestamp,event_type,side,level,volume,order_id
4.048972323981113,market,ask,1,2,
4.147243180399166,market,bid,1,25,
4.413070161796829,limit,ask,1,8,
4.769933731336286,cancel,bid,1,8,
4.802174031797255,limit,bid,2,1,
4.8650214580503635,limit,bid,1,11,
4.920765972515782,limit,ask,2,42,
4.929449989143943,limit,bid,2,3,
4.940328929127682,limit,ask,3,3,
4.953022333820005,cancel,ask,2,1,
4.95766994633127,market,bid,1,1,
5.176183845350778,limit,ask,1,23,
5.181620751041356,cancel,bid,1,9,
5.3880643694835815,limit,bid,1,3,
5.397217359198794,limit,bid,1,4,
5.425922379972288,market,bid,1,8,
5.4413474879414725,limit,bid,1,1,
5.545328602380233,limit,bid,1,32,
5.5541148748083655,market,bid,1,8,
5.694556942133997,limit,ask,2,48,
5.727673956535863,cancel,ask,2,6,
5.761329302469821,limit,bid,1,16,
5.784516099871563,limit,bid,3,24,
5.87131847566225,limit,bid,1,7,
5.884701571265483,limit,bid,4,43,
5.946037169021074,limit,ask,1,5,
5.946120083435067,limit,bid,1,2,
6.000575782766236,limit,bid,1,6,
6.003870536660472,limit,bid,1,10,
6.062082105099952,market,ask,1,15,
6.22578542317179,limit,bid,5,1,
6.325561422131513,market,bid,1,21,
6.497135174138977,limit,ask,3,1,
6.554349403150005,limit,ask,3,21,
6.622323092118294,cancel,ask,2,3,
6.6247744480866135,limit,bid,1,21,
6.6878516338846,limit,ask,2,8,
6.688108192995799,market,ask,1,8,
6.747401111412896,market,bid,1,16,
6.769812642803721,limit,bid,2,2,
6.873609382706763,cancel,bid,1,7,
6.96245641413842,market,ask,1,12,
6.968694142316545,limit,bid,2,4,
7.033530903532772,limit,bid,1,13,
7.124396476979483,market,bid,1,8,
7.172498840086653,limit,bid,3,2,
7.466650883896016,cancel,bid,1,20,
7.73274251910228,limit,bid,1,34,
7.750906703177595,limit,bid,1,36,
7.761760993358026,market,bid,1,26,
7.8539394883008145,limit,ask,1,1,
7.854212403087064,limit,bid,1,1,
7.886190758195362,limit,ask,1,16,
8.025290874884037,limit,ask,2,27,
8.051502910765487,limit,bid,5,10,
8.085710756389892,limit,bid,1,1,
8.223304356833756,limit,ask,1,3,
8.278023797998367,limit,bid,4,25,
8.405343877626425,limit,ask,4,9,
8.502398910037313,limit,ask,1,16,
8.58161042188179,limit,bid,4,1,
8.63054531671474,limit,bid,2,44,
8.653463787326823,market,bid,1,9,
8.691534065012943,limit,bid,1,28,
8.743495936822363,limit,ask,5,7,
8.754879152492943,limit,bid,1,1,
8.77556672736786,limit,ask,3,16,
8.815996676011268,limit,ask,1,4,
8.820866294314476,limit,ask,1,8,
8.896479892881795,cancel,bid,1,3,
8.935354392976446,limit,ask,3,24,
8.93704188128932,limit,ask,3,7,
9.004837401116653,limit,bid,4,20,
9.152614668845816,cancel,bid,1,2,
9.209085068109884,market,ask,1,15,
9.288916662308349,market,bid,1,9,
9.29200175957382,market,bid,1,30,
9.370824889394644,limit,bid,1,12,
9.461816184941894,limit,bid,1,10,
9.499028117130424,limit,ask,1,4,
9.545846994024988,cancel,ask,3,7,
9.566107457042753,limit,ask,2,4,
9.567776733505182,limit,ask,1,3,
9.651234915669392,cancel,bid,1,4,
9.692635067815154,market,bid,1,19,
9.794192889031946,limit,bid,4,4,
9.923723659101201,limit,bid,2,4,
10.152847491775383,limit,bid,1,6,
10.235404981691463,cancel,bid,1,2,
10.5111213905378,limit,bid,1,5,
10.683361153271969,cancel,ask,5,32,
10.713274860811952,limit,ask,2,1,
10.795083872846993,limit,bid,1,2,
10.795299202774697,limit,bid,4,1,
11.044820580515452,limit,bid,3,20,
11.087125496762509,limit,ask,1,30,
11.103241011239561,limit,ask,1,6,
11.228909161041166,market,bid,1,1,
11.233770051121738,cancel,bid,2,27,
11.265035325110349,limit,ask,2,3,
11.36030050107584,limit,bid,1,16,
11.547418705442066,market,ask,1,1,
11.567501859128555,limit,ask,4,5,
11.589316528134386,limit,ask,4,2,
11.711793014958857,market,ask,1,17,
11.782516622438381,limit,bid,1,18,
11.788729665220407,limit,ask,1,1,
11.791330570027462,limit,bid,5,25,
12.123005371425295,limit,bid,1,8,
12.21598269433628,limit,bid,1,11,
12.300126563492885,market,ask,1,13,
12.309836451081608,cancel,bid,2,5,
12.410618347808752,limit,bid,1,1,
12.572761108775916,limit,bid,1,58,
12.625608346890662,limit,ask,2,56,
12.633753223322568,limit,ask,3,29,
12.636878047113019,limit,bid,1,43,
12.702891758963528,cancel,bid,3,7,
12.725619520448618,market,ask,1,1,
12.794083123182721,limit,bid,1,1,
12.81130637746031,limit,ask,2,2,
12.812170775047294,limit,ask,1,4,
12.829358493878717,market,ask,1,1,
12.837439238729424,limit,ask,2,1,
12.85095356798886,market,bid,1,3,
12.878729092195654,cancel,bid,2,5,
12.919453809408344,cancel,ask,1,2,
13.01786782437129,limit,bid,3,6,
13.147533945096848,limit,ask,1,2,
13.148663117059508,limit,ask,3,1,
13.222217322858041,limit,ask,1,3,
13.27789285190535,cancel,bid,1,19,
13.536144401482161,limit,bid,4,44,
13.585829940820991,limit,ask,1,28,
13.659184680205817,market,bid,1,18,
13.67814583929938,limit,ask,3,2,
13.696732227667107,limit,ask,1,1,
13.718169337444403,market,ask,1,1,
13.780600920950448,market,bid,1,21,
13.79002970129162,limit,ask,2,4,
13.831072302419924,limit,bid,2,7,
13.874490570333238,limit,ask,1,3,
13.983084719167294,market,bid,1,2,
14.03133509808193,limit,bid,1,1,
14.075241720782463,limit,bid,2,1,
14.174756990881662,market,bid,1,1,
14.227506095654322,limit,ask,1,23,
14.647030771124527,market,ask,1,2,
14.949482275727826,limit,ask,3,2,
15.066877435704074,cancel,bid,1,16,
15.079972551404207,cancel,bid,3,1,
15.13281743139545,cancel,bid,1,8,
15.161959115431143,limit,bid,1,33,
15.247933825941304,cancel,bid,2,1,
15.305076147507739,market,bid,1,24,
15.366005390962169,limit,ask,1,59,
15.441505135654461,limit,ask,1,55,
15.50754172923297,limit,ask,1,2,
15.611932025507455,limit,ask,1,12,
15.92998458906089,limit,ask,1,1,
15.932626906741477,limit,ask,1,8,
16.106478854839505,limit,bid,2,1,
16.10668038293908,limit,bid,1,3,
16.174070571173193,limit,bid,2,7,
16.185194107761504,cancel,bid,1,1,
16.263341041876156,cancel,ask,1,3,
16.2642293666574,market,ask,1,5,
16.343975286472872,limit,ask,2,3,
16.523814916840873,limit,ask,1,3,
16.528443590243857,market,bid,1,9,
16.74580998451948,limit,bid,2,8,
16.82456923388032,market,bid,1,4,
16.85195990479892,limit,ask,2,15,
16.852449706135197,cancel,ask,1,16,
16.89865169447977,limit,bid,1,1,
16.92999867770636,market,ask,1,22,
17.025642721747545,limit,ask,1,18,
17.08277289932481,limit,ask,4,2,
17.246378361369253,limit,bid,1,16,
17.469268905055916,market,bid,1,25,
17.499814789259357,limit,ask,2,14,
17.583923585545072,cancel,bid,3,14,
17.7339528902915,limit,ask,2,4,
17.752305774858858,limit,bid,3,1,
17.75440656845594,limit,ask,1,1,
17.756652731727964,limit,ask,2,14,
17.859721136310867,limit,ask,1,20,
17.99236068562779,cancel,bid,3,29,
18.21692664117373,limit,bid,1,1,
18.36323765259192,market,ask,1,20,
18.441062783786357,limit,bid,1,16,
18.458906513280795,limit,bid,1,3,
18.484728864725,market,bid,1,4,
18.743030844976023,limit,ask,2,1,
18.784421723870093,limit,ask,1,14,
18.844543791433484,limit,ask,1,20,
18.859135841062916,limit,bid,2,45,
18.859475353845376,limit,ask,3,2,
18.912491154659087,limit,ask,1,34,
18.93854965155096,limit,ask,1,1,
19.017593469502902,limit,ask,2,18,
19.095015438692485,limit,bid,1,26,
19.102048858617664,cancel,bid,1,3,
19.282789158352955,limit,bid,3,3,
19.331014044976875,limit,ask,2,12,
19.364513284131295,limit,bid,3,13,
19.470263544408155,limit,bid,2,10,
19.480768241350777,limit,ask,1,2,
19.508751684398472,market,ask,1,2,
19.521980097885407,limit,bid,1,2,
19.552987607580825,limit,ask,2,1,
19.808844022000912,limit,bid,5,19,
19.911685169071152,limit,bid,2,1,
19.9296763478775,limit,bid,1,18,
20.02147115664979,limit,ask,1,1,
20.093343826240538,limit,ask,3,6,
20.15965567450111,market,bid,1,3,
20.259160983805796,cancel,ask,2,22,
20.347299462756645,market,bid,1,4,
20.423888875146762,limit,bid,2,14,
20.50063086991958,limit,bid,1,11,
20.541261446498826,market,ask,1,2,
20.623289160510218,market,bid,1,8,
20.9065252336619,limit,ask,1,18,
21.124752356874435,limit,bid,2,9,
21.222303417981678,limit,ask,3,8,
21.26313710348008,cancel,bid,2,5,
21.374398028066516,limit,ask,1,1,
21.399207008488364,limit,bid,1,6,
21.49183213434504,limit,bid,1,16,
21.708838632829753,limit,bid,3,5,
21.727214391193204,limit,ask,3,12,
21.776136657570518,limit,bid,4,5,
21.854757581529572,market,ask,1,7,
21.881695238701433,limit,bid,3,5,
22.028544801186165,limit,bid,1,6,
22.044415980375085,limit,ask,1,3,
22.072153911147907,limit,bid,2,12,
22.106856443566357,cancel,ask,1,21,
22.288463509252356,market,bid,1,21,
22.365325889990284,limit,bid,4,12,
22.387348967664757,limit,bid,1,17,
22.419845313586475,limit,ask,2,2,
22.589328966504226,limit,ask,2,26,
22.70833855426727,cancel,bid,2,9,
22.812334161292256,limit,ask,2,3,
22.832827975329515,limit,ask,1,7,
22.844820653012018,limit,ask,1,23,
22.84533193983592,cancel,bid,2,13,
22.98716036272968,limit,bid,4,1,
23.065435103165505,market,bid,1,11,
23.15393188840826,cancel,bid,5,8,
23.20510328887942,cancel,bid,2,11,
23.23705208343573,cancel,bid,1,8,
23.350927645762933,limit,bid,1,9,
23.48637769040654,limit,ask,1,8,
23.51090346502747,limit,ask,2,18,
23.54206441792138,limit,bid,2,12,
23.660825002029487,limit,ask,3,9,
23.664777777202765,limit,bid,1,30,
23.737287584542432,market,ask,1,28,
23.810630350238206,limit,ask,2,10,
23.899319774970262,limit,ask,1,17,
23.907635105115418,limit,bid,2,29,
23.990329791236338,limit,ask,2,9,
24.013500060960745,limit,bid,1,6,
24.0931560113346,cancel,bid,2,1,
24.10297466179825,market,ask,1,30,
24.149025861786235,limit,bid,2,33,
24.45561544029523,limit,bid,1,12,
24.474101925850896,limit,bid,1,13,
24.48413912384123,cancel,bid,3,1,
24.48552701399451,market,bid,1,15,
24.501553052016234,limit,ask,2,23,
24.602890238220464,limit,ask,2,7,
24.811699968000493,limit,ask,2,1,
24.81285055942227,market,ask,1,1,
24.84174459636228,market,bid,1,23,
24.893248314171608,limit,bid,2,6,
24.980535070560443,limit,ask,1,12,
25.057414043930585,limit,bid,2,34,
25.175803173726106,limit,bid,1,43,
25.26907173860382,market,bid,1,11,
25.559762118525875,cancel,ask,1,6,
25.72754519307842,limit,ask,2,27,
25.854190331063883,limit,bid,1,6,
25.9220580945217,market,ask,1,1,
26.05967098022116,market,ask,1,10,
26.084280973614074,cancel,ask,2,29,
26.116917092912875,limit,ask,3,2,
26.22321773107689,cancel,bid,2,13,
26.271263881534562,limit,bid,2,18,
26.318423997118792,limit,ask,2,3,
26.384826245163833,cancel,ask,1,7,
26.45296227151704,limit,bid,1,14,
26.487421045900135,limit,bid,1,1,
26.4909084878467,cancel,bid,1,12,
26.60939614210538,limit,ask,1,8,
26.610988605002394,limit,ask,3,7,
26.675209462592214,limit,ask,1,35,
26.787504524044454,market,ask,1,3,
26.790479312724905,limit,bid,1,1,
26.853275867759375,cancel,bid,4,28,
26.858401678358224,limit,bid,1,38,
26.88128617895869,limit,ask,4,13,
26.91978934191192,limit,bid,4,57,
26.939006944468325,limit,bid,1,27,
27.118659233233195,cancel,bid,2,14,
27.1983218505159,cancel,bid,1,16,
27.41328537138448,market,bid,1,10,
27.521921737115036,limit,bid,1,1,
27.572195465611642,limit,bid,1,13,
27.573166433229396,market,bid,1,1,
27.774049118849252,limit,ask,3,26,
27.78559999760327,limit,bid,4,22,
27.861389493088506,limit,bid,3,7,
27.93709062280295,limit,bid,1,15,
27.998678852669055,limit,ask,1,6,
28.01161911977907,limit,ask,1,2,
28.0632700732778,limit,ask,1,46,
28.067771715198468,cancel,ask,1,7,
28.093683320093884,limit,bid,1,56,
28.57213886107798,cancel,bid,1,27,
28.57667587026525,market,bid,1,46,
28.57790739148297,market,bid,1,1,
28.578054079812887,cancel,ask,1,6,
28.763116099061453,limit,ask,1,2,
28.875208051157934,market,bid,1,1,
28.882175217962168,limit,ask,1,2,
28.95438241036188,market,ask,1,10,
28.971615269095388,limit,ask,1,15,
28.97596656460544,market,bid,1,22,
29.128242062778543,limit,bid,3,7,
29.284761146215875,limit,bid,3,5,
29.2983460632286,limit,ask,1,8,
29.343301781192352,limit,bid,2,20,
29.495831719081337,limit,ask,1,16,
29.50064364085568,cancel,ask,1,8,
29.558192023860965,limit,bid,4,3,
29.57351478055119,limit,bid,3,1,
29.581233320096693,market,bid,1,1,
29.65082568025783,limit,ask,2,1,
29.805777158152488,market,bid,1,1,
29.85753945955595,limit,bid,1,6,
29.868738415722586,limit,ask,1,10,
29.9732365722044,limit,ask,4,5,
30.01479288696934,cancel,ask,1,34,
30.128594773679886,limit,bid,1,6,
30.429977982046253,market,ask,1,20,
30.57288075087974,limit,ask,4,32,
30.59474337750264,limit,ask,1,9,
30.600222389860907,limit,ask,1,1,
30.867143497041877,market,ask,1,12,
30.993767457951982,cancel,ask,1,12,
31.017343164175276,market,bid,1,9,
31.21417481572667,limit,bid,1,6,
31.44374636182386,limit,bid,2,1,
31.512471021527503,cancel,bid,1,7,
31.57065020993253,limit,bid,1,4,
31.61041197829064,limit,bid,1,9,
31.74982596877394,limit,ask,2,2,
31.84419600495295,limit,ask,2,7,
31.87253549222248,limit,bid,1,5,
31.93966776666978,limit,bid,3,3,
32.001623791764644,limit,bid,5,4,
32.11423555143194,limit,bid,3,6,
32.11910781084131,limit,bid,2,1,
32.13852014184233,cancel,ask,1,4,
32.171572392790274,market,ask,1,22,
32.3027594211996,limit,ask,2,17,
32.351999003389274,market,ask,1,29,
32.36242191371569,cancel,bid,2,10,
32.415217802878416,cancel,ask,1,18,
32.57287319031445,limit,bid,1,7,
32.670992829005904,limit,bid,2,5,
32.70067582223415,market,ask,1,8,
32.74554982372617,limit,bid,1,10,
32.81208972914337,limit,ask,1,22,
32.95153750687107,cancel,bid,1,28,
32.95236279950945,limit,ask,1,30,
33.06677319013163,limit,ask,1,8,
33.155917303551355,limit,bid,2,5,
33.38366932693471,market,ask,1,1,
33.419830526465645,limit,ask,2,25,
33.677869520054806,limit,bid,2,66,
33.7101834184779,limit,ask,1,4,
34.00512683381478,market,bid,1,1,
34.1780266166274,market,ask,1,55,
34.34727626272147,limit,bid,1,8,
34.401549780306276,limit,bid,2,11,
34.435153544944285,cancel,ask,1,6,
34.55457524690112,limit,ask,1,4,
34.696931204632286,limit,ask,1,8,
34.759119749074166,limit,ask,1,70,
34.8255878908124,limit,bid,1,17,
34.834346973327655,limit,bid,1,20,
34.90794686348517,market,bid,1,1,
35.02207034341853,limit,ask,1,2,
35.04611248884176,limit,ask,2,5,
35.09246907834652,limit,bid,3,10,
35.341210530845956,limit,ask,1,1,
35.548263703053,cancel,bid,3,20,
35.57637152220905,limit,ask,1,35,
35.5980664757266,limit,ask,1,4,
35.760434280018465,limit,ask,1,2,
35.795052458227,limit,ask,1,9,
35.80458158643858,limit,bid,1,1,
35.81485457699977,market,bid,1,3,
35.831416643735835,limit,bid,1,13,
35.863976697329484,limit,ask,1,3,
36.00448801437953,limit,bid,3,19,
36.017988634726485,limit,ask,1,38,
36.036220939856854,cancel,bid,1,7,
36.04719766936687,market,bid,1,27,
36.116268838889326,limit,bid,2,2,
36.27679784851369,limit,ask,2,3,
36.392023135249374,limit,ask,2,4,
36.430585219501936,limit,bid,3,4,
36.51536820722639,limit,ask,1,8,
36.54287485314223,limit,bid,1,1,
36.64132758171761,limit,bid,3,17,
36.80839411483261,cancel,bid,1,1,
36.89711947645932,market,bid,1,6,
36.980943109510676,market,bid,1,22,
37.01467523530415,limit,bid,1,29,
37.117342415659174,market,bid,1,1,
37.13104217493321,limit,bid,1,1,
37.15990311179139,market,bid,1,21,
37.22519460373299,market,bid,1,6,
37.31429902436744,limit,bid,3,17,
37.34032922731099,limit,ask,2,1,
37.36196170162579,limit,ask,1,29,
37.46912855857456,limit,ask,1,16,
37.60595731811272,limit,bid,4,6,
37.812284158121884,market,ask,1,21,
37.88908422079261,limit,bid,2,6,
37.94474063386247,cancel,bid,2,1,
38.03889252194347,market,bid,1,9,
38.30927729234404,market,ask,1,3,
38.314025235771346,limit,bid,1,4,
38.325408278631066,market,ask,1,3,
38.34686554682063,limit,bid,4,5,
38.37444386905859,cancel,bid,2,4,
38.505454019790214,limit,ask,1,13,
38.57634802738286,limit,ask,3,1,
38.602872766599845,limit,bid,1,3,
38.61991726511007,market,bid,1,1,
38.65036778336905,limit,bid,1,1,
38.65121176981261,cancel,ask,1,15,
38.95523395070339,limit,bid,1,6,
38.9715377540081,limit,bid,4,12,
39.04800032297382,cancel,ask,1,3,
39.05954582635504,limit,ask,3,4,
39.0754462156002,market,ask,1,31,
39.089760712496954,market,ask,1,16,
39.120495501704276,limit,ask,1,5,
39.182773780970514,limit,ask,1,1,
39.24783336834717,limit,ask,2,28,
39.473930126351945,limit,ask,1,4,
39.54181848591892,limit,ask,1,7,
39.81510743503723,limit,bid,1,2,
39.91530331066736,limit,ask,3,18,
39.958642202352806,limit,ask,1,6,
39.991000677300775,limit,ask,3,28,
40.00510203802009,limit,bid,2,5,
40.02215804240783,limit,bid,1,42,
40.20922648634655,cancel,ask,4,11,
40.33934326891852,limit,ask,2,4,
40.40545847623324,cancel,bid,2,4,
40.438324436951234,cancel,bid,1,13,
40.48470640001446,limit,ask,1,10,
40.526866724433305,limit,ask,1,1,
40.54245336458863,cancel,ask,1,23,
40.56529069542957,limit,ask,1,8,
40.628420775988836,limit,ask,1,8,
40.697889468045396,limit,bid,1,6,
40.853612374681475,limit,ask,2,1,
41.21910721690388,market,bid,1,21,
41.25793575120364,limit,ask,2,17,
41.26943684571651,market,bid,1,3,
41.30583920090035,limit,ask,1,4,
41.401934466019,limit,ask,2,24,
41.46680895967096,cancel,ask,1,16,
41.499488883435205,market,ask,1,20,
41.50975262099848,limit,ask,4,15,
41.51324456101194,limit,bid,2,19,
41.5226398953603,cancel,ask,1,2,
41.56902721169816,cancel,ask,1,1,
41.57819460936858,market,bid,1,9,
41.60500900470278,market,bid,1,1,
41.76802664976004,limit,ask,3,35,
41.769118211938064,limit,bid,1,24,
41.89544659308765,limit,bid,3,13,
41.93447623056385,limit,bid,3,5,
42.095981059532875,limit,bid,1,2,
42.271576590197895,limit,bid,1,5,
42.32090145162962,limit,bid,1,1,
42.38858812777633,limit,bid,1,51,
42.39220456575182,limit,ask,1,3,
42.44619432633032,limit,ask,1,37,
42.825430366646934,limit,ask,2,24,
42.94205804854707,limit,ask,1,3,
43.066379394556556,cancel,ask,2,4,
43.17927906733902,market,bid,1,12,
43.21304092734467,limit,bid,1,4,
43.243579085165486,cancel,bid,1,3,
43.26452076973469,limit,bid,1,24,
43.31165126298693,limit,ask,1,2,
43.3170114010747,limit,bid,2,9,
43.53331646871421,limit,ask,2,1,
43.54868697329812,limit,ask,1,17,
43.59239686562764,cancel,bid,1,27,
43.617689293367974,limit,bid,1,3,
43.713160686856725,limit,bid,1,11,
43.86934830289804,market,bid,1,15,
44.12730404741212,limit,bid,3,25,
44.15984850353263,limit,bid,1,24,
44.239351792659285,cancel,bid,1,16,
44.32093980537124,limit,ask,1,1,
44.36263490314979,limit,ask,1,8,
44.433694587942774,limit,bid,1,31,
44.498313737244146,cancel,bid,2,15,
44.52941704329219,limit,bid,1,17,
44.53674326418176,market,bid,1,9,
44.605766016664866,limit,ask,2,4,
44.710845472182164,limit,ask,2,17,
44.73966301690469,market,ask,1,7,
44.76507646334885,limit,ask,1,1,
44.815411189862296,market,ask,1,5,
45.17086589143428,limit,ask,1,1,
45.18209761302369,limit,ask,2,2,
45.40119741863326,limit,bid,1,16,
45.5993665931175,limit,bid,2,3,
45.91366593882162,limit,ask,1,19,
45.96175060797326,limit,ask,1,15,
45.96703770082977,market,bid,1,23,
45.971859985609306,limit,bid,4,34,
46.04855685304418,limit,bid,1,6,
46.06900687141493,limit,ask,2,4,
46.47086154765852,limit,ask,1,23,
46.62936144255154,limit,ask,3,3,
46.66074636205564,limit,ask,1,13,
46.731764225064815,limit,ask,3,2,
46.8995664511056,limit,ask,3,2,
47.055255459262604,cancel,bid,1,1,
47.34113265196516,limit,ask,1,15,
47.349154737599115,limit,ask,1,4,
47.545180607362155,market,ask,1,46,
47.54780699678627,limit,ask,2,1,
47.60295891511716,limit,bid,1,1,
47.970709935448994,limit,ask,1,8,
47.98217240114306,limit,bid,2,1,
48.087411113015236,limit,bid,1,8,
48.28433935773225,limit,bid,4,25,
48.3872887592342,limit,bid,1,1,
48.39074642505704,limit,bid,2,5,
48.39157983744051,market,ask,1,9,
48.45392436230141,market,ask,1,24,
48.55320846615948,limit,bid,1,43,
48.59149755040081,limit,bid,1,76,
48.59190695931245,limit,ask,1,11,
48.62873721948853,limit,bid,1,22,
48.74781653370796,cancel,bid,2,4,
48.82858977038774,limit,bid,4,1,
48.93517417178784,cancel,bid,2,62,
48.956036357066196,limit,ask,1,14,
48.99513910904734,limit,ask,2,4,
49.07267654490953,limit,bid,2,3,
49.259899088116825,limit,ask,1,7,
49.27946389324227,limit,ask,1,8,
49.33816571763369,market,bid,1,2,
49.473242410522474,limit,ask,3,26,
49.63200732685274,limit,bid,3,20,
49.64229337497134,limit,bid,1,5,
49.76960944853803,limit,bid,1,6,
50.22337449554831,market,bid,1,7,
50.34861875736613,market,bid,1,13,
50.38434453459127,limit,bid,1,4,
50.42183271060558,limit,bid,2,1,
50.43718550830738,market,bid,1,4,
50.458804458477026,cancel,bid,2,23,
50.476424821727285,limit,ask,2,5,
50.479938151848074,limit,bid,2,4,
50.52094340083534,market,ask,1,5,
50.5590366818515,limit,ask,1,42,
50.65678914745321,limit,ask,1,1,
50.767615129488725,limit,ask,1,27,
50.87901995476077,limit,ask,1,7,
51.023196694176505,limit,bid,3,6,
51.07641913725865,limit,ask,2,16,
51.11692197961945,limit,ask,2,17,
51.23293948554463,limit,bid,1,20,
51.241396570877505,limit,ask,2,1,
51.33148839845777,market,bid,1,1,
51.42409213323558,limit,ask,5,20,
51.58640968428249,limit,bid,1,1,
51.94030652591987,limit,bid,1,3,
52.09491044329215,limit,ask,1,1,
52.12358203926083,cancel,ask,3,3,
52.141395694333035,limit,ask,1,7,
52.194424714234614,limit,bid,3,2,
52.393283981942076,limit,bid,1,9,
52.434782149096385,limit,bid,1,19,
52.46194346949656,market,ask,1,10,
52.50975798439933,cancel,bid,3,1,
52.55461061128769,market,bid,1,23,
52.560486971145025,limit,bid,4,9,
52.687375815783874,limit,ask,2,4,
52.706028477930694,cancel,bid,4,2,
52.7143965976251,limit,ask,4,6,
52.7990904473752,limit,ask,2,2,
52.80368478158615,market,bid,1,21,
52.83101578812018,limit,ask,1,9,
52.84417310725363,cancel,bid,3,1,
52.970568840860345,cancel,bid,1,5,
53.051161675046316,limit,ask,1,7,
53.153776613246606,limit,ask,1,21,
53.164053576722296,cancel,ask,4,8,
53.191142425643946,limit,ask,1,31,
53.198857826241394,limit,ask,2,9,
53.2061823859797,limit,bid,3,22,
53.22653478148444,cancel,bid,2,41,
53.259970140244135,cancel,ask,1,4,
53.30726200781027,limit,ask,1,18,
53.33535039457447,limit,ask,1,9,
53.45846136997499,limit,bid,1,8,
53.46657457309911,market,bid,1,10,
53.50106770320436,limit,ask,1,2,
53.72615318389145,limit,ask,3,7,
53.73895342101397,limit,ask,1,8,
53.79989329870296,limit,bid,1,9,
53.855950456619254,limit,bid,1,2,
53.86673104079161,limit,ask,1,26,
53.86794100826028,cancel,bid,2,10,
53.96081194793684,limit,ask,1,3,
53.963310256939096,limit,ask,1,26,
53.97033204879001,limit,bid,2,18,
54.069080513599395,limit,bid,2,48,
54.07241916825756,limit,ask,3,5,
54.204413400131294,limit,ask,1,33,
54.24664969296926,limit,bid,1,15,
54.336888432257844,limit,bid,1,2,
54.356590866572084,limit,ask,5,18,
54.40857163010672,limit,ask,3,16,
54.489152524860735,limit,ask,3,18,
54.496884200248324,market,bid,1,2,
54.765958927412115,market,ask,1,1,
54.90654591173801,cancel,ask,2,21,
55.03556843831105,limit,bid,3,18,
55.198314619954424,limit,ask,1,35,
55.208130832966496,cancel,ask,1,21,
55.229152987423134,limit,bid,1,8,
55.41908076928134,market,ask,1,5,
55.540989374470946,market,ask,1,34,
55.68041061784073,limit,bid,2,21,
55.71346311728468,limit,ask,2,1,
55.76696098845863,limit,bid,3,6,
55.84088271580801,limit,bid,1,5,
55.98905702309265,limit,bid,1,3,
56.08519193237544,limit,ask,3,1,
56.17662186139412,limit,ask,1,3,
56.42844649387725,limit,bid,3,11,
56.60690229008879,limit,ask,4,8,
56.96268425831342,limit,ask,1,8,
56.96271234560983,limit,ask,1,19,
56.98574356140962,limit,bid,2,23,
57.043174190655996,limit,ask,3,13,
57.04946562400602,limit,bid,4,5,
57.13568989986351,limit,bid,1,13,
57.32490578789838,limit,bid,5,1,
57.468225262521756,market,ask,1,7,
57.57896122110264,cancel,ask,2,1,
